content,Quality,Service,Shipping,Packing
2672,"sách không bọc j cả, làm ướt cả 1 góc sách , nhìn cũ sao á, quá thất vọng luôn. trên đó ghi là có bọc . vậy mà giao không bọc làm ướt hết sách",,,,0
2676,Sách hay NHƯNG Tiki đóng hàng k còn kĩ như trước móp cả góc sách hộp đựng mỏng rách góc tả tơi thấy cả sách k có bọc xốp bên ngoài như lúc trước trang sách bị dập ngấn giấy,,,,0
2697,Sản phẩm này thì do combo nên có bọc có hộp nhưng vẫn bị gãy góc sách 1 chút. Hộp thì bọc quá khít lúc lấy ra rất khó khăn,,,,0
2748,Khâu đóng gói rất ẩu và tệ luôn ạ. Sách k quấn màng bọc hay bao bì chống thấm. Chỉ có đóng thùng giấy bên ngoài thôi. Quá tệ. May mà sách không bị ướt mưa nhiều. Chấm 2 sao cho khâu đóng gói,,,,0
2753,"Đóng gói quá sơ sài và ẩu. Sách móp hết góc, cũ k như sách mới",,,,0
2757,"đống gói tệ quá, lót xốp vô máy góc á",,,,0
2762,"Sp mỏng, đóng gói lẽ ra cuộn tốt hơn thì lại gập.",,,,0
2767,Hàng nhận hơi bị móp xung quanh 4 góc có lẽ do vận chuyển nhưng xung quanh hơi bẩn xíu,,,,0
2778,"Sách bị nát một chút. Và bìa ngoài hơi bẩn nên mình ko thích lắm. Trừ sao.
Sách được làm sách dài, bìa cứng. In màu nhìn đẹp nên khá thích.
Nội dung thì không nói kỹ, trình bày ngắn gọn. Mình ms xem qua thì có vẻ khá đẩy đủ. Và cũng coi như kiểu một cuốn từ điển về các vấn đề xoay quanh tâm lý học. 
Về nội dung và hình thức thì khá ưng, nhưng về sách bìa hơi bẩn vs bị nát và số tiền mình bỏ ra hơn 200k thì mình chỉ cho 3 sao.",,,,0
2779,"sách chất lượng, đóng gói cực kì ẩu, chỉ bỏ cuốn sách vào cái hộp rồi chuyển đi không quan tâm gì thêm, làm bìa sách hư hại không thể phục hồi
 không chấp nhận được cho một quyển sách rất đầu tư về thẩm mỹ như vầy.
rất thất vọng, tiki đã từng đóng gói sách rất kĩ càng và trân trọng, giờ làm ăn như một trò đùa. 
yêu cầu được đổi trả",1,,,0
2780,"Đóng gói xấu. _x000D_
Sao cú phải bắt viết nhiều mới được gửi vậy",,,,0
2789,"(*) Đánh giá không tính điểm
Đóng gói không có chống sốc. Hàng bị móp méo",,,,0
2806,"sách k bọc nilong trời mưa giao ướt hết, từ ngữ chung chung k quấn lm",,,,0
2834,Sách giao không bao gì cả chỉ có cái hộp nát với mấy miếng giấy xi măng lằm nhăn hết sách đã vật sách còn cũ dính bụi nữa chứ.,,,,0
2841,"Quá thất vọng về dịch vụ đóng gói, giao hàng của tiki. Sách mình mua chỉ được gói trong hộp móp méo, rách nát, xộc xệch, ko được chèn, lót hay bọc nilon. Dẫn đến toàn bộ mép sách bị gẫy gập, sờn gáy, bìa sách rất bụi bẩn, mình nhận sách mà rất bức xúc, khó chịu . Đề nghị tiki xem lại cách bao gói sản phẩm, dịch vụ như thế này thật thiếu tôn trọng khách hàng.",,,,0
2851,Giao hàng sao không có bao bì của Sản phẩm. Chỉ có bao ni lông rồi dán giấy của Tiki. Thấy kì,,,,0
2880,Khâu đóng gói rất ẩu và tệ luôn ạ. Sách k quấn màng bọc hay bao bì chống thấm. Chỉ có đóng thùng giấy bên ngoài thôi. Quá tệ. May mà sách không bị ướt mưa nhiều. Chấm 2 sao cho khâu đóng gói,,,,0
2883,oiiiii shop đóng gói cẩu thả quá ạ. Hàng gửi từ tphcm đến tận thanh hoá mà không có lấy một miếng chống sốc luôn shop oiiii. Mà được cái mình săn sale nên giá rẻ.,,,,0
2884,Sách đóng gói hơi cẩu thả làm cho góc cạnh bị cong rất là bực mình,,,,0
2885,Truyện hay ok rồi nhưng khâu đóng gói cáu muốn trả hàng :) may mà có ng mua lại,1,,,0
2889,"đóng gói cẩu thả, không có mang bọc nilong, hoặc xốp ngoài sách. chỉ có cái hộp giấy với sách,  hộp rộng, củng không chèn giấy, để lơ lửng bên trong, hư hết mép sách.",,,,0
2892,Được. Gói hàng dởm dẫn đến defect. Nhưng có 1 phép màu nào đó giúp nó không defect nhiều nên cho 3 sao,,,,0
2901,Vẫn muôn đời chuyện gói hàng,,,,0
2902,"Tiki đóng gói sách ẩu quá! Gáy sách và bìa sách bị móp méo hết. Chỉ bỏ sách vào một cái hộp rộng, không có bao bọc gì cả, nên khi vận chuyển bị móp méo như sách cũ ấy!",,,,0
2905,"Bị thủng 1 lỗ, các góc cũng bị móp méo. Đóng gói không cẩn thận nên sách không được nguyên vẹn. Mình muốn đổi sản phẩm.",,,,0
2915,"Tiki làm ơn đóng gói hàng đàng hoàng đc k?? Chỉ có mỗi hộp carton ngoài ra chả còn gì nữa, sách thì gáy nát có cuốn còn bị lượn sóng",,,,0
2921,"mua sách của Happy live 4 lần rồi, lần nào cũng gãy góc sách. Mình khá khó tính nên nhìn sách như vậy là chả muốn đọc, thêm ức chế. Gãy ít nên thông cảm được nhưng mà lần nào mua cũng gãy, hơi phiền. Hi vọng lần sau Tiki sẽ bọc các góc sách lại trước khi  giao hàng",,,,0
2931,"Thất vọng khâu vận chuyển, mình thấy tiki ngày càng đóng gói kém. Lúc mình nhận kiện hàng khá là sốc, bình thường là sách hay bị gãy, đằng này rách cả cái hộp, 1 cái góc to luôn ạ, bìa thì lem luốc, bụi. Chờ đợi nhận sách mà lại nhận đc sự phục vụ như này.",,,,0
2932,"Bàn giao bị móp nhiều, trầy xước , đóng gói quá sơ  sài",,,,0
2942,"Về sp: chỉ mới thử chức năng giữ lạnh, rất tuyệt, đáng mua. Không biết do vận chuyển hay là bên kiểm định chất lượng của tiki, nhưng nắp ly có vết nứt nhỏ như hình. Hy vọng tiki sẽ khắc phục vấn đề này, sp đến tay khách hàng được giữ hoàn hảo nhất.
Về dịch vụ vận chuyển: siêu nhanh, đặt về tỉnh mà 2 ngày đã nhận được.",1,,1,0
2944,"mặc dù đã update ship cao hơn nma gói hàng của Tiki vẫn tệ, truyện bọ df và gói hàng bị thấm nước vào bên trong do đóng gói bị hở",,,,0
2961,"Đóng gói không cẩn thận, vận chuyển rách hộp, đóng gói không cẩn thận",,,,0
2962,"Bìa: đơn giản, thik hợp, tên sách đc in noiir làm mk khá bất ngòw, trông xịn hẳn ra 😆😆
Bọc sách: chê nha, lâu r ko mua sách bên tiki traning nênn k ngờ luôn, chỉ cho sách vào hoppj catton là xog đấy ad🙂, méo cả hoppj r kiad( như hình) may vchuyeb gần nếu ko thì hỏng cả sách r đấy TIki
Shipper: khá lịch sự ạ, moiix tội có cái chỗ kí mà ko đưa mk kí, tự kí luôn :)))))
Nội dung: hay ạ- theo như mk đocj đc đến h la thế vid sách hơn 400tr ko thể 1 lúc 1 nhát đc
Nhm qua 2. Tunhf huống và phần gtik mk thấy khá dễ hiểu mà thực tế
Đánh giá cao nội dung
1 cuốn sách đáng mua",1,,,0
2965,"(*) Đánh giá không tính điểm
Đóng gói thì hộp cứ hay bị lủng lổ thế nhỉ? _x000D_
Về giao hàng thì nhanh, shipper thân thiện",,,1,0
2969,"TIKI dạo này gói hàng quá kém. Hàng giá trị cao mà không hề có bọc chống sốc, chỉ bọc 1 tờ giấy rồi bỏ vào hộp. Hàng thì chính hãng không có vấn đề.",1,,,0
2982,Khâu đóng gói rất ẩu và tệ luôn ạ. Sách k quấn màng bọc hay bao bì chống thấm. Chỉ có đóng thùng giấy bên ngoài thôi. Quá tệ. May mà sách không bị ướt mưa nhiều. Chấm 2 sao cho khâu đóng gói,,,,0
3002,Shop làm mình quá thất vọng giao hàng thì mở hộp ra bể banh hết,,,,0
3021,Shipper thì như cái lòn đóng gói chán chả muốn nói về hư hết góc truyện ngta,,,,0
3023,Sách cũng ổn đóng gói không kĩ càng mong shop cải thiện phần đóng gói hơn khi xem qua phần đánh giá của em:))),,,,0
3024,"Mua của Tiki Trading vì tin tưởng chất lượng sách và chính sách vận chuyển. Nhưng lần này thì thật sự thất vọng. Tiki dùng hộp bọc vừa sách trong khi đây là sách bìa cứng, rất dễ bị dập. Hậu quả sách bị dập cả 2 phần gấy, bọc ngoài sách bị nhăn nhúm theo, bọc nilon tuy vẫn còn nhưng rách nham nhở. Mất hẳn giá trị của sách làm sao có thể mua tặng người khác. Góp ý và đánh giá 2 sao để Tiki cải thiện.",,,,0
3035,"chắc là do quá trình vận chuyển ko được cẩn thận nên sách hơi bẩn ở trên cùng , mép bị quăn , mong lần sau tiki sẽ vận chuyển cẩn thận hơn ?",,,,0
3046,"Shop gói hàng không có tâm, gói hàng không cẩn thận. Ván gỗ nặng mà không quấn nilong lại cho nó thành 1 cục, cứ để nguyên mà quăng dô cái thùng giấy thôi. Tới khi nhận được hàng thì đầu mấy miếng gỗ bị va chạm bể hết. Làm minhf phải dán băng kẹo lại, mất thẩm mỹ ghê. Trừ 4 sao vì mình thấy đã có nhiều người phàn nàn về vấn đề đóng gói của shop nhưng shop không hề tiếp thu để cải thiện.",,,,0
3052,Hàng bị bóp méo nặng nề ko thể chấp nhận dc ko có chống sốc,1,1,,0
3061,"Sách cứng cáp, nặng tay, chất lượng giấy dày dặn có độ bóng nhẹ khi nhìn dưới đèn. Mình chưa hài lòng khâu đóng gói sách, không bao bọc thêm lớp ni lông hay xốp chống sốc gì cả, làm cho sách bị gãy góc dù là bìa cứng. Bìa cứng bên ngoài bị trầy xước nhìn cũng bị cũ, còn ở trong có vết đen dính ngay góc giấy. Mong Tiki cẩn thận hơn về khâu đóng gói sau này! Mình đánh giá chủ yếu bề ngoài sách thôi, còn nội dung thì chưa đọc.",1,,,0
3083,"Nhận gói hàng mình thấy hộp rất bự mà sách ko gói bao chống shock. Mở ra thì một cuốn như hình, hai cuốn còn lại được một phen lắc đã đời trong hộp làm gấp góc sách mà còn bị dơ. Mình kĩ tính và quý sách lắm, mà lại order mấy cuốn mình cực thích nên mong bên shop giải quyết giúp mình",,,,0
3097,"Sách dày 1200 trang mà để trong cái hộp tiki rồi đem đi giao cho được, chả có tính chuyên nghiệp tí nào. 
Tình hình dịch bệnh thế này giao chậm không nói, nhận hàng xong mở ra chả muốn nói.
Chỉ thấy tội anh shipper 12h45 kêu ra nhận hàng.
1 sao cho khâu gói hàng.",,,,0
3104,"Sách đẹp, tuy nhiên người bán đóng gói ko cẩn thận, sách bìa cứng mà chỉ bọc 1 lớp nilon mỏng (dạng nilon bọc thực phẩm) rồi bỏ vào hộp giấy mà ko lèn chặt lại, dẫn đến trong quá trình vận chuyển bị gãy 1 đầu sách. Đối với ai yêu quý sách + bỏ tiền mua sách đẹp hay tranh sẽ thấy ko hài lòng. 3 sao thôi",,,,0
3105,chán tại sao không có bọc chống sốc làm rách hết cả seal cay thật,,,,0
3114,"Giao hàng nhanh _x000D_
Đóng gói sách không có giấy chống xốc nên cầm hộp sách liên tục bị va chạm_x000D_
Sách rất đẹp nhưng các góc cạnh bìa bị tơi rất nhiều_x000D_
Chữ trong sách rất dễ đọc nhưng một số trang có vết dơ ko xóa được mặc dù là mới tháo bọc kiếng",,,1,0
3128,Sách ko bọc kỹ. Thất vọng,,,,0
3182,"Cạnh của bìa ngoài 2 mặt đều bị cong, gãy nếp. Cần phải bao bọc sách khi giao hàng cẩn thận hơn",,,,0
3184,"Chảo giao bị móp ạ.
Làm sao để em đổi hàng ạ?
Nhưng nhìn chung nếu k bị móp thì giá tốt và chất lượng!",1,,,0
3192,"gói giấy ko chặt, đừng xé bị xéo 1 bên, giấy có mùi hôi khó chịu.( ko như những lần trước).",,,,0
3199,Sách bị rách phần góc và không được bọc lại cẩn thận!,,,,0
3201,Gói hàng không kĩ ……………….,,,,0
3223,"Sách hay, hình thức trình bày đẹp. Tuy nhiên mình đánh giá thấp sao vì giao sách không hề được bọc bởi bất cứ cái gì, cứ thế cho sách trần vào hộp đóng mang đi. Tiki đã được phản hồi rất nhiều lần vì vấn đề bọc sách rồi nhưng không được sửa đổi. Nhỡ gặp trời mưa hay bị rơi thì sao? Tiki bán sách bao nhiêu năm nay, trở thành địa chỉ thân quen mua sách mà có vẻ như Tiki không hề quan tâm đến sách. Quá thất vọng",,,,0
3225,"đóng fois thấy hơi ọp ẹp, như kiểu hàng dế kho 2 3 năm gì á
trụ chắc chắn mình ko phàn nàn gì
riêng cánh tay thì siết lỏng hết cỡ nó vẫm nhấc bổng còn màn 34 inch của mình lên ko cách nào cho nó hạ sát mặt bàn đc
còn màn 27 inch thì thôi, nhẹ quá hạ xuống tay arm còn chả buồn nhúc nhích :v",,,,0
3238,"Mình mua lần 3 cuốn, khi mở hộp ra thì như hình, hư hết bìa sách. Đây là lần thứ 3 mua sách ở tiki, vẫn ko có bọc nilon chống sốc, các góc sách bị dập hết, đóng gói tệ. Thấy ko vui trong lòng nên đánh giá 2 sao cho cả 3 cuốn. Nội dung sách thì chưa đọc nên chưa biết.",,,,0
3240,"Mình mua Tiki cũng hơn 200 cuốn sách, nhưng…. Tiki đóng hàng tệ quá, cách đây 3-4 năm đóng cẩn thận, hộp giấy dày, vừa với khổ sách, chống sốc tốt, 1 năm trở lại đây không còn trân trọng sách như ngày nào, 1 cái hộp giấy, thả hết sách khách đặt vào, bỏ thêm cho 1 tờ giấy xi vò lên trên, rồi gửi hàng, quá trình vận chuyển sách va đập, tất cả mọi cuốn nhận được đều hư gáy, quăn bìa, xước bìa,… chưa nói có đơn góc hộp rách tươm, sách trồi cả ra, cứ thế này sao ủng hộ tiếp được, nhìn những cuốn sách mà xót xa!",,,,0
3265,"Mua của Tiki Trading vì tin tưởng chất lượng sách và chính sách vận chuyển. Nhưng lần này thì thật sự thất vọng. Tiki dùng hộp bọc vừa sách trong khi đây là sách bìa cứng, rất dễ bị dập. Hậu quả sách bị dập cả 2 phần gấy, bọc ngoài sách bị nhăn nhúm theo, bọc nilon tuy vẫn còn nhưng rách nham nhở. Mất hẳn giá trị của sách làm sao có thể mua tặng người khác. Góp ý và đánh giá 2 sao để Tiki cải thiện.",,,,0
