Unnamed: 0,content,Quality,Service,Shipping,Packing
156,Chạy không ổn định chút nào. Thử đơn sống 2.4G ngồi kế bên và cách mấy bức tường bằng speedtest. Lên nhanh rồi xuống từ từ. Thử sống 5G ngồi kế bên và cách 1 bức tường có mạnh hơn khi ngồi kế bên nhưng vẫn xuống một cái ào. (Router gốc vẫn ổng định sống),0,,,
157,"Cuốn sách này có một số tư tưởng khá hay, có thể cổ cũ thêm động lực cho các bạn trẻ. Tuy nhiên tác giả này đang có 1 scandal cũng ầm ĩ mạng xã hội sau khi phát hành cuốn sách này. Tác giá trước đây có  phát hành cuốn Ielts handbook khá nổi và đang bị đặt nghi vấn làm giả bảng điểm IELTS trong sách, sau đó NXB phải thông cáo tạm dừng xuất bản cuốn sách này luôn",1,,,
158,Tạm được.,1,,,
159,"Tiki giao hàng nhanh và đúng hẹn. Sách mới có bao gói cẩn thận. Tuy nhiên không biết sách in thế nào mà cứ vài tờ giấy trắng lẫn vài tờ giấy vàng, khó chịu vô cùng. Có cảm giác nguồn sách không uy tín...",0,,1,
160,"gởi hàng thiếu viên pin. 
Hàng khó điều khiển, bay lệch quỹ đạo",0,,,
161,"- nhận hàng sáng 15/11/2020
- màn hình có 01 điểm chết đối với màu trắng và xanh lá.
- Yêu cầu đổi trả hàng thì Tiki nói để ASUS liên hệ để kỹ thuật viên kiểm tra
- Tối ASUS gọi điện nói rằng phải đem lên trung tâm bảo hành; việc đổi trả là do ""ASUS có quyền quyết định"".

Cảm giác mất tiền ngu.",0,1,,
162,Không hoạt động tốt. Sản phẩm không chất lượng,0,,,
163,sách không màu như sách photo,0,,,
164,Ảnh chân dẹt giao chân tròn. Tks anyway.,1,,,
165,Đóng gói cực sơ sài không có chống sốc dù đã liên hệ tiki nhắc nhở chú ý đóng gói. Vỏ bị móp. Tôi ko biết hàng có vấn đề gì không? Mặt hàng này mà đóng gói như vậy tôi ko muốn nhận tí nào,,,,0
166,"Đèn sạc không vào, không sáng",0,,,
167,"Sản phẩm đúng mô tả. Nhưng công suất phủ sóng diện rộng 2.4G thua Modem của nhà mạng Viettel. Băng tầng 5G thì băng thông lớn nhưng chỉ gần modem thôi. Nhà 1 trệt + 1 lầu, diện tích sàn 100m2, modem treo tường chỗ cầu thang giữa nhà mà phòng cuối tín hiệu rất yếu, thua modem nhà mạng.",0,,,
168,"Wifi lag, đang xài tự nhiên văng ra, có khi không vào được",0,,,
169,"thứ nhất là khâu đóng gói k có chống sốc, cũng k có bọc nhựa chống sốc luôn k đảm bảo đc an toàn cho sánh.
2. sách quan trọng nhất là bìa mà trong quá trình khui ra thấy 1 chỗ nhỏ bị trầy, tuy k đáng kể nhìn kĩ ms thấy mà nó làm mất thiện cảm từ cái nhìn đâù tiên vs lain sách ms nw
nên cho shop 3 sao và lời trên giôg như góp ý tại dì tui cũng k có dễ trong vc mua và lựa chọn sách",0,,,0
170,Chuông xài phập phù khi được khi mất dù chỉ từ trệt lên lầu 1.,0,,,
171,"Sản phẩm lỗi, IP không nhận được. Nhờ tiki hỗ trợ đổi trả. Đơn hàng này tôi mua 2 wifi router thì 1 dùng được, 1 bị lỗi",0,,,
172,"Trước tiên chưa bàn đến nội dung sách, mình thật sự thất vọng với cách gói hàng bên tiki, đã mấy lần đơn hàng mình đặt bị đóng gói sơ sài, móp méo, cong góc sách, trông rất cũ nhưng mình đã bỏ qua, nhưng đến lần này, mình đặt sách cho bạn mình, chất lượng sách còn tệ hơn những lần trước nữa. Thật sự thất vọng bên khâu đóng gói của tiki . Nội dung sách thì mình chưa đọc, mình thấy nhiều người đề cử quyển này lắm nên mình mua đọc thử.",1,,,
173,sách bị cong thất vọng không ưng lắm 3 sao là đã châm trc lắm rồi chứ chỉ đáng 2 sao :))),0,,,
174,"keo hơi đặc, nhiệt độ thấy vẫn thế.",0,,,
175,"Giao hàng quá chậm so với dự kiến, lỡ hết cả việc! Tạm thông cảm vì mùa dịch. Tuy nhiên Tiki cũng nên bồi thường cho khách hàng cho hợp lý.",,1,0,
176,"Đánh giá 1🌟 vì chất lượng quá tệ, mình không có nhu cầu đổi trả nhưng thấy bao nhiêu năm rồi khâu gói hàng của Tiki vẫn không thay đổi và vẫn tệ như ngày nào. Vậy không hiểu bày ra mục đánh giá này để làm gì, bao nhiêu góp ý có chịu lắng nghe hay không. Nếu cũng là mua trên tiki nhưng từ nhà sách khac như Fahasa chẳng hạn, thì đã chẳng có chuyện sách bị cấn móp như thế này. Bọc 1 lớp xốp bong bóng/giấy xốp bộ khó đến vậy sao. Nhận hàng mà nhìn thùng carton bung bét là hình dung ra đc chất lượng bên trong rồi. Mình nhấn mạnh là lỗi do Tiki gói hàng lỏng lẻo không chỉnh chu, rất cẩu thả chứ không phải do shipper. Ship rất nhiệt tình dễ thương, 1🌟 là dàng cho nhà ship chứ chẳng phải dàng cho Tiki. 1 năm qua mình không mua bên Tiki nữa vì khâu gói hàng tệ quá là tệ, bây giờ quay lại trải nghiệm xem Tiku đã đón nhận góp ý và thay đổi chưa, nhưng không hề nha. Còn chẳng muốn đánh giá",0,,1,0
177,"Sách bị cong trên gốc, chưa hài lòng lắm về cách gói hàng.",0,,,0
178,"dễ sử dụng nhưng bắt sóng rất yếu, thua cả loại nano không có anten",0,,,
179,tạm đc kg vấn đề gì nmhkjl,1,,,
180,không như ý mình muốn.mờ mắt luôn,0,,,
181,"Hộp mực này in không được. Khi in ra mực đã in không đều. 1 trang A4 nhưng không in được đầy đủ, nó chừa lại vài dòng trên trang A4. Mình muốn hoàn trả lại hộp mực này, nếu có thể, xin vui lòng hỗ trợ mình.",0,1,,
182,"Tưởng mua được giá hời hoá ra lại không. Giấy mỏng, thấy cả trang sau tập. Màu sắc các trang ko đồng đều, có trang trắng tinh có trang trắng ngà mực in dòng kẻ của các trang cũng ko đều, có trang đậm có trang hơi mờ. 14k/cuốn so với chất lượng tính ra ko rẻ chút nào",0,,,
183,màu của hàng ko đúng như trên hình,0,,,
184,"Khoảng hở gốc rất lớn ọp ẹp _x000D_
_x000D_
Bên giao hàng thì tào lao, giao ngày 18 Tây mà mãi đến 24 Tây vẫn chưa cập Nhật đã giao hàng thành công_x000D_
Có dấu hiệu lương lẹo bất chính _x000D_
Rọc lấy tem giao hàng mang về rất mờ ám",0,,0,
185,"Sách từ 2019 nên không tay gập có thể thông cảm được. Nhưng bìa mỏng quá, cải thiện thêm đi.",0,,,
186,"Trông quyển sách quá kinh khủng, bẩn, gáy sách thì hở. Thất vọng. Tiki nên xem lại",0,0,,
187,"Sticker cắt dán k kỹ, dễ rách khi lấy ra dán",0,,,
188,sách mới mà đọc tới trang này rõ chán,0,,,
189,"Sách mình nhận được bị ướt, bong gáy, nhăn nheo các trang sách bên trong. Cuốn sách này mình k sử dụng được. Ngày mình nhận sách trời k mưa, và các cuốn sách khác trong đơn hàng này vẫn ok nên chắc chắn là lỗi từ khi đóng gói. Mong Tiki xử lý trường hợp này bằng cách gửi cho mình cuốn mới với chất lượng tốt hơn hoặc nếu k đc thì hoàn tiền giúp mình. Cảm ơn Tiki.",0,1,,0
190,"Sản phẩm không có đồ gì để đín lên tường, không giống trong hình",0,,,
191,"Sản phẩm sử dụng được , giá tốt",1,,,
192,Sách hay nhưng sách đóng cuốn bị thiếu trang (từ trang 145 đến trang 192). Mong được đổi sang quyển khác vì có nhiều ý hay cần đọc.,1,1,,
193,"Thời gian giao hàng lâu, shipper không giỏi tìm địa chỉ, không được nhiệt tình_x000D_
Ngoài ra thì mọi thứ điều tốt",1,,0,
194,Mình cần dùng Ram cùng loại dùng cho PC mà đã đặt nhầm qua Ram dùng cho Latop. Có cách gì hỗ trợ cho mình đổi lại giúp. Mình gửi lại cước phí vận chuyển.,,1,,
195,"Quá tệ,dây không như mong đợi, kém chất lượng",0,,,
196,"Sách ko có vấn đề gì. Mình đã đặt rất nhiều đơn hàng trên Tiki và đều thanh toán trả trước, đến lần này shipper đòi chụp cmnd để nhận hàng. mình bảo chụp ảnh xác nhận thôi, nhưng shipper khăng khăng phải chụp cmnd, còn ko thì ko được nhận hàng. Mình ok ko nhận hàng nếu bắt buộc phải chụp cmnd. Khi mình gđ cho Tiki thì nhận được câu trả lời chụp ảnh khách nhận hàng hoặc chụp cmnd, sau đó ship quay lại giao hàng và KHÔNg cần chụp gì hết. Tiki nên bỏ chính sách chụp cmnd của khách để xác nhận đã nhận hàng và training lại shipper về chính sách giao hàng khi khách đã thanh toán trước, vì cmnd là tài sản riêng tư của mỗi người, mình ko rõ mục đích chụp cmnd của khách để làm gì",1,0,0,
197,Bản giao cho mình bị sai chính tả nhiều cực kỳ khó chịu dù nội dung ok,0,,,
198,"Sản phẩm không như quảng cáo, chất liệu đũa inox không phải inox304 .",0,,,
199,"Mình đã mua qua Tiki rất nhiều lần và hài lòng về cách làm việc. Từ xác nhận đơn hàng, mail, thời gian vận chuyển nhanh...

Nhưng cần hợp tác đào tạo hơn với các shiper về hợp lý lộ trình và thông báo khách. Đến khách A thì cần thông báo trước cho khách B. Phải có lộ trình. đến nơi mới báo mà cứ giục, có phải chờ cả ngày mỗi đơn hàng đâu. 
Mình luôn yêu cầu khi đặt hàng là gọi trước 30p đến 1h vì tính chất công việc.

Còn sản phẩm của mình mua lỗi chiếu tia 1 điểm. Sạc khoá pin hộp đầy đủ. Mong Tiki kiểm tra và ĐỔI giúp mình.",,1,0,
200,"Giao thiếu, mới nhận có 1 cái",0,,,
201,"quyển sách này hơi mang hướng độc đoán  và có những suy nghĩ phong kiến như trọng nam kinh nữ ; cổ hủ khi coi việc không lập gia đình là bắt nguồn từ đi du học ,không lập gia đình là bị dị  nghị ,là đồng tính và 1 số các chi tiết khác .Bên cạnh đó thì cũng có 1 số cái rất hữu ích .tóm lại là khá thất vọng về sách",0,,,
202,"Ko bàn về nội dung vì mình chưa đọc.
Nhưng về cách đóng gói sp của tiki thì mình xin cạn lời. vận chuyển đường dài nhưng ko hề có 1 miếng chống sốc nào. cạnh sách bị dập như này nhìn xem có xót ko??? ko biết sở thích đóng gói của tiki ntn hay do mình xui??? làm ơn thay đổi cách đóng gói dùm ạ. cảm ơn",1,,,0
203,"Sau khi gắn ram và sử dụng máy đc vài ngày thì xuất hiện lỗi màn hình xanh, nhờ ad hướng dẫn giúp",0,,,
204,khăn mỏng  so với giá khuyến mãi thì tạm được,0,1,,
205,Vận chuyển không bảo vệ tốt làm nát sách của tôi. Tôi không thích sử dụng những quyển sách mua mới mà nhận trong trạng thái nát gãy trong quá trình vận chuyển như thế này.,,,0,
206,Nội dung sách rất hay nhưng dịch vụ đợt này giao hàng qua tệ. Báo 1/7 giao mà 4/7 ngay sau khi phản ánh TikiCare thì sách mới tới. Còn hộp thì như hình =.=,1,0,,
207,"Màn hình lỗi, gọi tổng đài yêu cầu đổi trả cả chục cuộc mà không ai nghe máy.",0,,,
208,hàng giao bị trễ so với cam kết,,,0,
209,Bản thân khá khắt khe với các tác phẩm khi tìm đến đọc với tôi thì kẻ ngoại cuộc vừa đủ,1,,,
210,"1 cục thì ổn, cục còn lại thì mất kết nối liên tục, có kết nối được thì tốc độ cũng cực kì chậm,  dù 2 cục đặt cách nhau có vài mét. Đang liên hệ Tiki để trả hàng hoàn tiền",0,1,,
211,"TIKI giờ làm ăn chẳng ra gì , 2 đơn hàng dự kiến giao là 19/7 và 26/7 mà đen nay 23/9/21 vẫn chưa giao ???",,0,,
212,"Bản dịch này tệ quá, dùng nhiều từ miền nam hồi xưa như tánh mệnh, bịnh nhơn, đồng thị... đọc rất mệt. Không biết có phải do bản dịch không mà đọc cuốn này mình không thấm nổi. 
Tiki giao hàng nhanh và sách đẹp.",0,1,1,
213,"không dính được lên tường
cho tôi 2 cái thấp như nhau,bất tiện trong sử dụng vì không có cái nào cắm được bàn chải đánh răng và kem đánh răng",0,,,
214,Sài ko ok mới đã ghịn nước ra ngoài,0,,,
215,xử lí lâu thiếu quà tặng khi mua bản đặc biệt,,0,,
216,"Không thể kết nối được với router, liên tục báo lỗi kết nối do quá thời gian mặc dù tôi đã làm đủ cách theo hướng dẫn.",0,,,
217,Thật sự rất bực mình. Giao hàng trễ thì ko sao vì hình dịch bệnh. Nhưng mà mình mua 2 cuốn mà cả 2 đều bị hỏng góc sách như thế này. Mà sách nhìn cũ như đã bị sử dụng. Mình mong lần sau mua hàng sẽ ko phải nhận sách kiểu này nữa,0,,0,
218,"Không dùng đc, đúng là tiền nào của thể.",0,,,
219,"Hàng cùi bắp k phải gắn pin sạc k có tác dụng qá tệ, miêu tả thì pin sạc giao thì loại pin tiểu AAA",0,,,
220,Cuốn sách khá mỏng và nhỏ. Khổ 13x19 và chỉ có 229 trang chứ không phải khổ 16x24 và 314 trang như tiki đăng. Đề nghị tiki điều chỉnh thông tin cho chính xác.,0,0,,
221,nhựa mỏng. thanh cài cố định ko chắc chắn,0,,,
222,"Làm ăn cẩu thả, sách rách nhưng vẫn giao",0,,,
223,GIao không đúng màu đã đặt,0,,,
224,HIV giao khác mẫu trên hình may mà kết nối được,0,,,
225,"Đặt mua trước khi chỉ thị 16, vào ngày 6/7, nhưng 2 tháng sau mới nhận đc sách. Ok mình vẫn chấp nhận chậm vì tình hình chung. Nhưng khi nhận sách mở ra thấy cuốn sách như hình mình ko chấp nhận được. Bìa sách nhăn gãy, góc sách nhăn tùm lum. Cuốn sách mình bỏ gần 200k để nhận lại như vầy thật khó chịu.",0,,,
226,Hàng khá ọp ẹp. Ổ cứng đựng bên trong cũng rất lỏng lẻo laqcs kêu to,0,,,
227,hài lòng đóng gói cẩn thận giao hàng nhanh,1,,1,1
228,"Gối k giống hình, nhỏ , nhưng cũng êm, tiền nào của nấy",1,,,
229,"Không hài lòng, dễ bong. Chất lượng không như nơi khác chắc do hàng tồn",0,,,
230,"Chẳng hiểu sao hàng của mình phải lấy lần thứ 3 mới đc. Giao hàng lần 1 vào T2, mình hẹn t5 giao nhưng hnay t7 mới giao. Mình k có nhà, hẹn shipper ráng chờ mình chút để mình chạy về. Đến nhà thì shipper nặng nhẹ ý bảo chờ lâu. Vì mình cũng k muốn hẹn giao lại vì sợ phiền bên cũng muốn 2 bên thông cảm. Shipper để hàng xuống đất sẵn r bảo: “Hàng đó c.” R vọt đi cục súc. Hàng hơi nặng, đặt nửa tháng mới có. Mình biết cực cho shipper nhưng thái độ như v mình cũng k vui chút nào.",,,0,
231,Hjjjkk cfhjnmk hjjygbjkjf hụi,1,,,
232,Nhân viên giao hàng gắt gỏng,,,0,
233,"Ko xài được, dán lên mặt kính cũng ko dính, dán lên tường thì chắc chắn ko được. Cái này ngoài chợ 5k còn thấy mắc ko mua",0,,,
