id,title,content,rating
,Cực kì hài lòng,Tiki giao hàng khá nhanh. Máy thì lần đầu mình dùng phải để lâu lâu mới đánh giá được máy có tốt hay không. Nhưng nhìn quả giao diện khá đẹp mắt và chất lượng. Hy vọng với việc chi gần 4 củ này mình sẽ chăm chỉ đọc sách hơn thay vì ngồi lướt web.,5
,Cực kì hài lòng,"Máy gọn nhẹ, shop cho bản kid không quảng cáo và thêm bao da rất đẹp, đời này cùng cổng sạc C nên rất tiện. Máy đọc rất thích đặc biệt là ngồi bus đi làm. Hai hôm nay không còn dùng điện thoại trước khi ngủ nữa mà là ôm em này. Sẽ cố gắng thay thế thói quen xấu từ lướt điện thoại trước khi ngủ sang đọc sách trước khi ngủ.",5
,Hài lòng,"Hàng tốt, đúng mô tả, quà tặng đầy đủ. Đây là lần đầu tiên mình sử dụng kindle trải nghiệm quá tuyệt khi mình có thể vừa nằm trên giường vừa đọc được sách, shop cũng tặng cho một cái bao da nữa, mình trừ 1 sao vì bên ship chậm mất một ngày.",4
,Cực kì hài lòng,"Sản phẩm được rao là tặng kèm bao da, nhưng thực tế ship đến không có. Sau khi phản hồi thì shop đã xử lý nhanh chóng. Đánh giá lại vì thái độ phục vụ tốt của shop. Về sản phẩm Kindle thì hoàn toàn hài lòng.",5
,Cực kì hài lòng,"Rất tuyệt. Có điều nếu dùng cả bao thì hơi to, cầm 1 tay đọc sẽ bị mỏi.
Hình ảnh sắc nét, góc nhìn rộng. Dark mode rất tuyệt.",5
,Cực kì hài lòng,"Đúng như nhà sản xuất thông báo về sản phẩm. Shop bán hàng rất nhiệt tình, giao hàng nhanh chóng. Mới mua và dùng cảm nhận pin chắc không được 10 tuần (vì mình và mọi người thay nhau đọc sách cả ngày, chắc phải mua thêm cái nữa),",5
,Cực kì hài lòng,"Máy nhẹ, cầm nắm chắc tay, đỡ mỏi tay hơn khi cầm sách 

Màn hình đem lại trải nghiệm như đọc sách giấy

Dịch vụ bán hàng tốt, giá cả và ưu đãi cạnh tranh",5
,Cực kì hài lòng,"Em nó đẹp lắm luôn nha, hàng còn nguyên seal, chữ rõ ràng sắc nét. Từ lâu mình đã ước ao được tậu một bé kindle về, nhờ shop mà giờ mình đã đc thoả nguyện 🥰🥰",5
,Không hài lòng,"Hàng bị móp méo và bị ướt nhẹ khi nhận được. Có thể thông cảm nếu là hàng bình thường, nhưng là hàng điện tử thì sẽ bị ảnh hưởng đến chất lượng sản phẩm. Thời gian giao cũng trễ hơn so với thời hạn cam kết. Khá thất vọng với lần đầu tiên mua ở shop!",2
,Cực kì hài lòng,"ưng lắm luôn cả nhà ơiiii, hị hị mình rất hài lòng về sản phẩm, đúnv là danbf cho đọc sách, nhìn dễ chịu mà ko hề mỏi mắt, cực okeee",5
,Cực kì hài lòng,"- Giao hàng nhanh, sản phẩm nguyên seal.
- Minh mua bản 32GB để tỉnh thoảng đọc truyện tranh, màn hình 6,8” chất lượng hiển thị rất tốt.
- Pin rất ổn, chế độ đèn nền đọc ban đêm rất dịu nhẹ.",5
,Cực kì hài lòng,"Shop đóng gói sản phẩm cẩn thận, có giấy tờ đầy đủ, giao hàng nhanh, máy bản mới nên rất đẹp, rất đáng mua nhé mọi người 😄😄😄",5
,Cực kì hài lòng,"Nhận hàng thực sự rất hài hòng về máy, đúng như mô tả, shop còn tặng cả bao da. Lần đầu mua máy đọc sách nên chưa biết gì về nhiều, nhưng không lo vì Techmorevn tư vấn rất nhiệt tình các Bác ạ. Rất hài lòng về sản phẩm và cách thức chăm sóc khách hàng của Techmorevn.",5
,Cực kì hài lòng,"Vận chuyển hàng nhanh. Shop tư vấn nhiệt tình, được lựa chọn paperwhite kids, cả màu sắc ốp lưng. Cực kì hài lòng.
Máy nguyên tem nguyên phụ kiện. Đóng gói cẩn thận.",5
,Cực kì hài lòng,"Hộp bị móp trong quá trình vận chuyển nhưng may mà máy không bị sao. Hàng chất lượng, mình mua sau khi con Kindle 6 năm tuổi bị hư nên thích lắm. Có điều đây là hàng có kèm quảng cáo ở màn hình lock nhé, sử dụng không ảnh hưởng đến trải nghiệm nên kệ.",5
,Cực kì hài lòng,"Shop tư vấn nhiệt tình, mình lại may mắn nhận được bản kids không có quảng cáo và có kèm bao da rất đẹp. Đã từng dùng ppw3, giờ lên ppw5 thấy rất đáng tiền. Cảm ơn shop",5
,Rất không hài lòng,"Sản phẩm bị chớp đen khi thao tác, rất khó chịu.
Đã liên hệ với tiki và nhà cung cấp. Tiki thì bảo là tính năng mặc định và không thực hiện đổi trả. Nhà cung cấp thì không phản hồi.
Mình đã tham khảo rất nhiều người sử dụng sản phẩm và xem trên youtube sản phẩm này. Khi mà tắt chế độ Reading Option thì nó sẽ biến mất. Giờ tiki bảo là mặc định vào không hỗ trợ.

Sẽ không mua bất kì sản phẩm gì trên tiki nữa",1
,Cực kì hài lòng,"Hình ảnh xoay ngang đọc chữ to hơn, nhưng phần nội dung 1 trang sẽ chia thành 2 phần, phải nhấp 2 lần mới hết trang. Xoay dọc thì chữ đầy một trang sách nhưng đổi lại chữ khá nhỏ. Tốc độ phản hồi thì có phần chậm, ai xài MTB quen rồi thì sử dụng kindle phải làm quen với độ nhạy chuyển hình chậm này. Đăng nhập và chuyển tải file qua máy khá nhanh, đọc ban đêm rất ổn, dùng chung với bao da thì máy sẽ nặng hơn 1 tí, còn ko có bao thì siêu nhẹ, ko sợ mỏi tay khi cầm lâu.",5
,Cực kì hài lòng,"Quá ưng luôn. 
Nỗi đau khổ khi bị mất con kindle ppw4 đã mau chóng bay vèo khi nhận được em ppw5. 
Màn hình màu ấm rất tuyệt vời, máy màu denim cũng rất đẹp và sang. 
Shop gửi tặng cái ốp da màu Denim nữa, đỉnh  ghê. Cám ơn shop tinh tế",5
,Hài lòng,Rõ ràng mua Green mà gửi Denim về cho tui nhá. Ko thèm hoàn đơn nữa vì đã chờ con máy mấy ngày liền rồi. Buồn ghê luôn. Màu ko đc như ý. Nhg ko chấp với shop nheng. Máy xịn xò ko lỗi lầm gì đọc sáng cái con mắt. Cho 4* thui vì cố ts gửi màu khác. Chắc màu green hết rồi chứ gì. Tui bit ngay các shop khác cũng ko còn.,4
,Cực kì hài lòng,Tiki giao hàng khá nhanh. Máy thì lần đầu mình dùng phải để lâu lâu mới đánh giá được máy có tốt hay không. Nhưng nhìn quả giao diện khá đẹp mắt và chất lượng. Hy vọng với việc chi gần 4 củ này mình sẽ chăm chỉ đọc sách hơn thay vì ngồi lướt web.,5
,Cực kì hài lòng,"Máy gọn nhẹ, shop cho bản kid không quảng cáo và thêm bao da rất đẹp, đời này cùng cổng sạc C nên rất tiện. Máy đọc rất thích đặc biệt là ngồi bus đi làm. Hai hôm nay không còn dùng điện thoại trước khi ngủ nữa mà là ôm em này. Sẽ cố gắng thay thế thói quen xấu từ lướt điện thoại trước khi ngủ sang đọc sách trước khi ngủ.",5
,Hài lòng,"Hàng tốt, đúng mô tả, quà tặng đầy đủ. Đây là lần đầu tiên mình sử dụng kindle trải nghiệm quá tuyệt khi mình có thể vừa nằm trên giường vừa đọc được sách, shop cũng tặng cho một cái bao da nữa, mình trừ 1 sao vì bên ship chậm mất một ngày.",4
,Cực kì hài lòng,"Sản phẩm được rao là tặng kèm bao da, nhưng thực tế ship đến không có. Sau khi phản hồi thì shop đã xử lý nhanh chóng. Đánh giá lại vì thái độ phục vụ tốt của shop. Về sản phẩm Kindle thì hoàn toàn hài lòng.",5
,Cực kì hài lòng,"Rất tuyệt. Có điều nếu dùng cả bao thì hơi to, cầm 1 tay đọc sẽ bị mỏi.
Hình ảnh sắc nét, góc nhìn rộng. Dark mode rất tuyệt.",5
,Cực kì hài lòng,"Đúng như nhà sản xuất thông báo về sản phẩm. Shop bán hàng rất nhiệt tình, giao hàng nhanh chóng. Mới mua và dùng cảm nhận pin chắc không được 10 tuần (vì mình và mọi người thay nhau đọc sách cả ngày, chắc phải mua thêm cái nữa),",5
,Cực kì hài lòng,"Máy nhẹ, cầm nắm chắc tay, đỡ mỏi tay hơn khi cầm sách 

Màn hình đem lại trải nghiệm như đọc sách giấy

Dịch vụ bán hàng tốt, giá cả và ưu đãi cạnh tranh",5
,Cực kì hài lòng,"Em nó đẹp lắm luôn nha, hàng còn nguyên seal, chữ rõ ràng sắc nét. Từ lâu mình đã ước ao được tậu một bé kindle về, nhờ shop mà giờ mình đã đc thoả nguyện 🥰🥰",5
,Không hài lòng,"Hàng bị móp méo và bị ướt nhẹ khi nhận được. Có thể thông cảm nếu là hàng bình thường, nhưng là hàng điện tử thì sẽ bị ảnh hưởng đến chất lượng sản phẩm. Thời gian giao cũng trễ hơn so với thời hạn cam kết. Khá thất vọng với lần đầu tiên mua ở shop!",2
,Cực kì hài lòng,"ưng lắm luôn cả nhà ơiiii, hị hị mình rất hài lòng về sản phẩm, đúnv là danbf cho đọc sách, nhìn dễ chịu mà ko hề mỏi mắt, cực okeee",5
,Cực kì hài lòng,"- Giao hàng nhanh, sản phẩm nguyên seal.
- Minh mua bản 32GB để tỉnh thoảng đọc truyện tranh, màn hình 6,8” chất lượng hiển thị rất tốt.
- Pin rất ổn, chế độ đèn nền đọc ban đêm rất dịu nhẹ.",5
,Cực kì hài lòng,"Shop đóng gói sản phẩm cẩn thận, có giấy tờ đầy đủ, giao hàng nhanh, máy bản mới nên rất đẹp, rất đáng mua nhé mọi người 😄😄😄",5
,Cực kì hài lòng,"Nhận hàng thực sự rất hài hòng về máy, đúng như mô tả, shop còn tặng cả bao da. Lần đầu mua máy đọc sách nên chưa biết gì về nhiều, nhưng không lo vì Techmorevn tư vấn rất nhiệt tình các Bác ạ. Rất hài lòng về sản phẩm và cách thức chăm sóc khách hàng của Techmorevn.",5
,Cực kì hài lòng,"Vận chuyển hàng nhanh. Shop tư vấn nhiệt tình, được lựa chọn paperwhite kids, cả màu sắc ốp lưng. Cực kì hài lòng.
Máy nguyên tem nguyên phụ kiện. Đóng gói cẩn thận.",5
,Cực kì hài lòng,"Hộp bị móp trong quá trình vận chuyển nhưng may mà máy không bị sao. Hàng chất lượng, mình mua sau khi con Kindle 6 năm tuổi bị hư nên thích lắm. Có điều đây là hàng có kèm quảng cáo ở màn hình lock nhé, sử dụng không ảnh hưởng đến trải nghiệm nên kệ.",5
,Cực kì hài lòng,"Shop tư vấn nhiệt tình, mình lại may mắn nhận được bản kids không có quảng cáo và có kèm bao da rất đẹp. Đã từng dùng ppw3, giờ lên ppw5 thấy rất đáng tiền. Cảm ơn shop",5
,Rất không hài lòng,"Sản phẩm bị chớp đen khi thao tác, rất khó chịu.
Đã liên hệ với tiki và nhà cung cấp. Tiki thì bảo là tính năng mặc định và không thực hiện đổi trả. Nhà cung cấp thì không phản hồi.
Mình đã tham khảo rất nhiều người sử dụng sản phẩm và xem trên youtube sản phẩm này. Khi mà tắt chế độ Reading Option thì nó sẽ biến mất. Giờ tiki bảo là mặc định vào không hỗ trợ.

Sẽ không mua bất kì sản phẩm gì trên tiki nữa",1
,Cực kì hài lòng,"Kindle ppw thì tuyệt vời khỏi bàn rồi, đặc biệt bản ppw 5 này có quá nhiều nâng cấp xứng đáng để mà mình bỏ thêm gần 1 triệu nữa thay vì mua ppw 4.
Shop bán hàng vô cùng có tâm, đặt bản thường không có bao da nhưng shop gửi bản kid có bao da, mà lại đúng màu đen mà mình thích nữa chứ",5
,Cực kì hài lòng,"Quá tuyệt vời 10/10, mua 16gb đọc truyện tranh quá ok luông.",5
,Cực kì hài lòng,"Hàng thì tốt mà nhân viên tư vấn hơi kém. Tư vấn như kiểu khách biết xài mòn mỏi rồi. Tra gg thấy chỉ còn chi tiết hơn.
Đc tặng bao da nhé.",5
,Cực kì hài lòng,"Lần đầu tiên mua hàng điện tử khá ok…
Riêng có thể do khi vận chuyển hộp hàng bị móp méo và rách, nhưng hàng vẫn được đóng gói kĩ",5
,Hài lòng,"Mình copy bằng dây cáp từ máy tính vào máy ko được, nó báo lỗi ""The disk is write-protected"", mà tìm kiếm cách xử lý chưa được, khóc ròng",4
,Cực kì hài lòng,"Chất lượng rất tốt: pin trâu, màn hình nhiều tùy chỉnh rất dễ chịu, lưu được nhiều sách rất thoải mái, shop rep tư vấn nhiệt tình,... Xu cái bên giao hàng làm ăn chán quá đợi 8 ngày chưa giao mình phải tự ra kho lấy 😐",5
,Cực kì hài lòng,"Sản phẩm còn nguyên seal chính hãng, đầy đủ mọi phụ kiện. Giao hàng nhanh và gói hàng cũng cẩn thận. Có thêm cảnh báo là hàng dễ vỡ. Tuy không may mắn nhận được bản kid nhưng hi vọng là máy sẽ dùng bền.",5
,Cực kì hài lòng,"Quá ngon, lúc mình đặt là hết chương trình tặng bao da rồi, nhưng ib cho shop thì shop tặng luôn cho mình 1 cái",5
,Cực kì hài lòng,"Máy newseal, bản kid có bao da chính hãng rất đẹp. Cảm ứng mượt. Tiki hẹn 3hôm mà đã giao ngay trong ngày rồi, anh giao hàng rất nhiệt tình vui vẻ.
Đáng đồng tiền bát gạo :)) nên mua mn ạ",5
,Hài lòng,"Dùng mượt, nếu nằm thì bỏ ốp ra cầm sẽ thoải mái hơn nhiều. Lưu ý các bạn muốn đọc truyện tranh thì sẽ bị lag lag và đơ. phải tắt nguồn đi mở lại r đợi vài phút mới đọc đc tiếp",4
,Cực kì hài lòng,Rất hài lòng với dịch vụ của shop ngay từ lần đầu tiên mua hàng. Mua về một phát là có động lực đọc sách ngay haha,5
,Cực kì hài lòng,"Đặt sau 2 ngày nhận được máy liền. Màn hình to cảm giác đọc thích hẳn, đọc truyện tranh cũng rất rõ. Mn nên đầu tư để đọc sách đỡ mỏi mắt",5
,Hài lòng,"Máy okie, nhưng mà khi mua không có biết rằng đây là bản có quảng cáo, hy vọng shop mô tả rõ hơn cho KH biết trước",4
,Cực kì hài lòng,"Sản phẩm nhìn chung ok, phải dùng 1 thời gian mới biết dc",5
,Cực kì hài lòng,"Sao cái máy sạc không bao giờ đủ 100% mà pin mau hết vậy nó bị gì ạ, có bảo hành không",5
,Bình thường,"Đóng gói ổn, giao hàng nhanh, nhưng do lần đầu sd chưa rành nhờ shop hướng dẫn sd từ điển mà shop ko rep tn, máy ko có tiếng việt, ko có từ điển tiếng việt,    giờ không biết tra từ điển kiểu nào luôn.",3
,Rất không hài lòng,"Máy của mình được giao không có tặng kèm bao da như đã ghi trong mô tả.
Mình không rõ shop quên hay cố tình, nên đang cần một lời giải thích từ shop.",1
,Cực kì hài lòng,Cảm ơn shop đã chu đáo gửi bản đặc biệt có sẵn cover nhân dịp Tết. Mình may mắn vì đặt hàng vào dịp này. Chất lượng rất tốt. Chỉ một cái là nhà giao hàng hơi chậm. Mình phải chờ 1 tuần. Vẫn cho 5 sao.,5
,Cực kì hài lòng,"Sau khi sử dụng 1 tuần thì nhận xét: Máy mới, đọc rõ chữ, đèn nền dịu mắt. Bạn giao hàng rất nhiệt tình, chu đáo. Rất thích. Sẽ quay lại mua lần tới.",5
,Cực kì hài lòng,"Dù là hàng refurbished nhg chất lượng ok
Chỉ có điều ko biết kích hoạt bảo hành như thế nào, vì đã từng mua hàng new thì có bảo hành trên hệ thống",5
,Hài lòng,"Đóng gói tốt, giao hàng nguyên seal, máy tốt, đặt màu xanh denim nhưng lại giao màu green, vẫn hài lòng vì màu nào cũng được.",4
,Cực kì hài lòng,Máy tốt  Shop tư vấn nhiệt tình. Sẽ ủng hộ tiếp,5
,Hài lòng,"Giao hàng rất nhanh
Nhưng máy ko có củ sạc đi kèm, lại phải đặt mua, shop nên bán kèm",4
,Cực kì hài lòng,"màn hình sáng, nắp lưng nhám nhẹ cầm rất thích tay 
duy có nút nguồn để chính giữa, mình hay đặt vào giá đỡ điện thoại để đọc nên hay bị tắt màn hình do đè phải nút nguồn",5
,Cực kì hài lòng,"tốt, dùng rất êm, có đều hơn lớn so với mình. Máy bền",5
,Hài lòng,"- Giá hơi cao (do thấy nhiều đánh giá tốt nên mua luôn) tuy nhiên khi nhận thì là bản kid có tặng kèm bao da, nên cũng tạm ổn!
- Check thông tin & serial ok!
- Support nhiệt tình!",4
,Cực kì hài lòng,"dùng thử một thời gian rồi mới hốt. máy đọc êm, đóng gói kỹ, shipper dth",5
,Hài lòng,"Mọi thứ ổn, nên mua thêm 1 cái ủng hộ",4
,Cực kì hài lòng,"Shop đóng gói cẩn thận, giao nhanh, máy mới 100%.
Sẽ tiếp tục ủng hỗ shop lần sau",5
,Cực kì hài lòng,Đúng là có kindle xong mình hạn chế cầm điện thoại hẳn. Đêm đọc sách trước lúc ngủ cảm giác thật tuyệt,5
,Cực kì hài lòng,"Sản phẩm được giao nhanh, đóng gói cẩn thận (có bọc chống sốc và hộp chắc chắn), phụ kiện đầy đủ. Cảm ơn shop và mong shop tiếp tục phát huy 🥰",5
